processo_enquadramento,fornecedor,cnpj_cpf,contratacao_objeto,fundamento_legal,vigencia_inicio,vigencia_fim,contrato_valor_txt,contrato_saldo_bruto,situacao,contrato_currency,contrato_amount
Dispensa,L. F. SILVEIRA COMERCIO DE FERRAMEN,91.845.735/0005-03,VEDA-JUNTAS,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",25/01/2018,09/02/2018,"R$ 529,43","R$ 529,43",Ativo,R$,529.43
Dispensa,DEARTE SODRE COMERCIO DE BRINDES E,05.057.813/0001-31,Placa de acrílico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,12/02/2018,"R$ 796,01","R$ 0,00",Concluído,R$,796.01
Dispensa,DACON COMERCIAL LTDA,02.404.672/0001-98,Raquete para flange,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,07/03/2018,"R$ 5.365,66","R$ 5.365,66",Ativo,R$,5365.66
Dispensa,ACOS PRIMAVERA LTDA,52.007.317/0001-53,Barra redonda,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,26/02/2018,"R$ 1.333,51","R$ 10,98",Concluído,R$,1333.51
Dispensa,ACOS PRIMAVERA LTDA,52.007.317/0001-53,Chapa grossa de aço carbono,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,15/02/2018,"R$ 2.018,32","R$ 2.018,32",Ativo,R$,2018.32
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Niple para tubo condução,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,12/04/2018,"R$ 1.260,01","R$ 1.260,01",Ativo,R$,1260.01
Dispensa,"PUMPING & PLUMBING COMERCIO,",10.512.513/0001-35,Válvula esfera,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",15/02/2018,26/03/2018,"R$ 833,31","R$ 833,31",Ativo,R$,833.31
Dispensa,CPF COMERCIAL DE PARAFUSOS E,00.872.615/0001-08,Parafuso máquina,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,21/02/2018,"R$ 1.540,05","R$ 0,00",Concluído,R$,1540.05
Dispensa,ISOFAR INDUSTRIA E COMERCIO DE,28.753.796/0001-72,Sílica gel,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,07/03/2018,"R$ 2.131,59","R$ 2.131,59",Ativo,R$,2131.59
Dispensa,DARVA OFFSHORE COMERCIO DE MAQUINAS,12.843.366/0001-01,Filtro de ar comprimido,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,23/07/2018,"R$ 1.880,00","R$ 1.880,00",Ativo,R$,1880.00
Dispensa,TEKNOFIL COMERCIAL LTDA,03.944.835/0001-98,Filtro em painel,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,02/04/2018,"R$ 510,02","R$ 510,02",Ativo,R$,510.02
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Parafuso máquina:Arruela lisa,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 948,99","R$ 948,99",Ativo,R$,948.99
Dispensa,E F MACEDO COMERCIO E SERVICOS,27.292.417/0001-21,Elemento filtrante tp cartucho,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,09/04/2018,"R$ 6.224,00","R$ 6.224,00",Ativo,R$,6224.00
Dispensa,TEKNOFIL COMERCIAL LTDA,03.944.835/0002-79,Indicador de saturação:Elemento filtrante,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,04/07/2018,"R$ 2.072,00","R$ 2.072,00",Ativo,R$,2072.00
Dispensa,MAXEL MATERIAIS ELETRICOS LTDA,96.404.942/0001-04,Fonte de alimentação,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,19/03/2018,"R$ 1.459,98","R$ 1.459,98",Ativo,R$,1459.98
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Bastão p/retif. perfil rebolo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,02/04/2018,"R$ 180,02","R$ 180,02",Ativo,R$,180.02
Dispensa,TORRES & TORRES COMERCIO DE PECAS,04.762.526/0001-60,Pedra p/ polimento,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,21/05/2018,"R$ 1.949,99","R$ 1.949,99",Ativo,R$,1949.99
Dispensa,"L & A COMERCIO VEDACOES, ISOLACAO E",09.181.292/0001-80,Anel de vedação seção  O,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,12/02/2018,"R$ 48,00","R$ 48,00",Ativo,R$,48.00
Dispensa,SMITHS BRASIL LTDA,04.480.563/0001-85,Recuperação Selo Mec. OR2016707784_Selo JCrane C710001 (11.8,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,20/04/2018,"R$ 108.000,90","R$ 108.000,90",Ativo,R$,108000.90
Dispensa,FILTREX INDUSTRIA E COMERCIO DE,29.794.054/0001-58,Elemento filtrante:Refil de fibras inorgânicas/inertes,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,07/03/2018,"R$ 7.712,09","R$ 0,00",Concluído,R$,7712.09
Dispensa,EMERSON PROCESS MANAGEMENT LTDA,43.213.776/0001-00,Transmissor de pressão,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/04/2018,"R$ 2.818,77","R$ 2.818,77",Ativo,R$,2818.77
Dispensa,GRANVILLE EQUIPAMENTOS DE SEGURANCA,44.471.407/0001-72,Tapete para aterramento.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",20/02/2018,28/03/2018,"R$ 10.165,79","R$ 10.165,79",Ativo,R$,10165.79
Dispensa,L. M. INDUSTRIA E COMERCIO DE,03.218.065/0001-04,Junta anel,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,14/05/2018,"R$ 398,95","R$ 398,95",Ativo,R$,398.95
Dispensa,IKT ENGENHARIA INDUSTRIA E COMERCIO,13.603.312/0001-31,Niple adaptador para tubo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,01/06/2018,"R$ 1.000,02","R$ 1.000,02",Ativo,R$,1000.02
Dispensa,CPF COMERCIAL DE PARAFUSOS E,00.872.615/0001-08,Parafuso estojo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,23/03/2018,"R$ 1.320,00","R$ 1.320,00",Ativo,R$,1320.00
Dispensa,BRIMEL MATERIAL ELETRICO LTDA - EPP,73.442.782/0001-92,Lâmpada fluorescente compacta,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,13/03/2018,"R$ 1.313,50","R$ -96,11",Concluído,R$,1313.50
Dispensa,CPF COMERCIAL DE PARAFUSOS E,00.872.615/0001-08,Porca sextavada pesada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,21/03/2018,"R$ 2.045,62","R$ -149,68",Concluído,R$,2045.62
Dispensa,ASTM ACESSORIOS SERVICOS TECNICOS,63.034.847/0001-07,Parafuso estojo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 1.462,03","R$ 1.462,03",Ativo,R$,1462.03
Dispensa,KIDDE BRASIL LTDA.,66.220.047/0003-30,LGE(líquido gerador de espuma),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,05/03/2018,"R$ 23.174,54","R$ 23.174,54",Ativo,R$,23174.54
Dispensa,TOPVED VEDACOES INDUSTRIAIS LTDA -,02.882.381/0001-05,Junta anel,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,21/02/2018,"R$ 400,00","R$ 400,00",Ativo,R$,400.00
Dispensa,DARVA OFFSHORE COMERCIO DE MAQUINAS,12.843.366/0001-01,Selo mecânico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,01/10/2018,"R$ 5.700,00","R$ 5.700,00",Ativo,R$,5700.00
Dispensa,SIGMARHOH DO BRASIL LTDA - EPP,74.140.070/0001-81,Anel sobreposta:Gaxeta chevron,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,16/04/2018,"R$ 10.037,85","R$ 10.037,85",Ativo,R$,10037.85
Dispensa,"AY MANUTENCAO INDUSTRIAL,",23.045.430/0001-25,Bucha da Bomba Neptune:Mangueira,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,25/06/2018,"R$ 2.453,38","R$ 2.453,38",Ativo,R$,2453.38
Dispensa,GEMU IND DE PRODUTOS PLASTICOS E,77.152.338/0001-93,Diafragma,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",25/01/2018,12/03/2018,"R$ 110,76","R$ -12,18",Concluído,R$,110.76
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,cabo em polipropileno,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,02/04/2018,"R$ 320,00","R$ 320,00",Ativo,R$,320.00
Dispensa,ITUFLUX INSTRUMENTOS DE MEDICAO,00.498.727/0001-40,Válvula agulha,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,16/04/2018,"R$ 8.300,00","R$ 8.300,00",Ativo,R$,8300.00
Dispensa,FLOWMASTER - SISTEMA DE MEDICAO -,07.582.991/0001-07,Válvula agulha,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,02/04/2018,"R$ 734,08","R$ 734,08",Ativo,R$,734.08
Dispensa,MAXI-ELETRIC COMERCIAL E IMPORTACAO,65.524.464/0001-42,Conector tipo cunha,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,02/04/2018,"R$ 1.599,58","R$ 1.599,58",Ativo,R$,1599.58
Dispensa,LAGOA DELLE DONNE INDUSTRIA,46.027.959/0001-11,Bóia específica p/pote selagem,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,26/03/2018,"R$ 22.560,00","R$ 22.560,00",Ativo,R$,22560.00
Dispensa,ANDELI INDUSTRIA E COMERCIO LTDA,02.280.420/0001-02,Manômetro,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",27/01/2018,05/03/2018,"R$ 909,09","R$ 909,09",Ativo,R$,909.09
Dispensa,FAMABRAS INDUSTRIA DE APARELHOS DE,60.949.526/0001-44,Manômetro diferencial,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,07/03/2018,"R$ 1.250,01","R$ 1.250,01",Ativo,R$,1250.01
Dispensa,FILTRA MAIS COMERCIO E PRODUTOS,13.305.920/0001-60,Anel  O  específico:Elemento filtrante,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,12/03/2018,"R$ 7.766,12","R$ 7.766,12",Ativo,R$,7766.12
Dispensa,META OFFSHORE EIRELI - ME,28.606.133/0001-25,Emenda de mangueira,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/05/2018,"R$ 1.037,42","R$ 1.037,42",Ativo,R$,1037.42
Dispensa,ISOTUBOS INDUSTRIA E COMERCIO DE,04.131.826/0001-40,Tubo conformável de cobre,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,13/03/2018,"R$ 2.811,26","R$ 2.811,26",Ativo,R$,2811.26
Dispensa,"LIFLEX COMÉRCIO DE MANGUEIRAS,",54.879.283/0001-12,Adaptador reto:Emenda de mangueira:Espigão cônico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,15/02/2018,"R$ 1.277,54","R$ 1.277,54",Ativo,R$,1277.54
Dispensa,H & H COMERCIAL OFFSHORE LTDA ME,24.281.528/0001-44,Lençol não armado(para juntas),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,22/03/2018,"R$ 1.700,00","R$ 1.700,00",Ativo,R$,1700.00
Dispensa,MECANOR INDUSTRIA COMERCIO E,08.308.135/0001-20,Anel de vedação seção  O,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,20/02/2018,"R$ 116,76","R$ 116,76",Ativo,R$,116.76
Dispensa,POOL-LAB COMERCIO DE EQUIPAMENTOS E,03.308.741/0001-22,Picnômetro de laboratório,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,19/03/2018,"R$ 1.000,00","R$ 1.000,00",Ativo,R$,1000.00
Dispensa,BRAGAL COMERCIO E SERVICOS LTDA -,32.350.027/0001-09,Rodízio girat. fix.placa poliuret. 5X2,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,21/03/2018,"R$ 720,00","R$ 720,00",Ativo,R$,720.00
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Niple para tubo condução,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 3.386,40","R$ 3.386,40",Ativo,R$,3386.40
Dispensa,SMITHS BRASIL LTDA,04.480.563/0008-51,Fole para selo mec. John Crane:Sede estacionária,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",26/01/2018,07/05/2018,"R$ 31.213,97","R$ 31.213,97",Ativo,R$,31213.97
Dispensa,NORGREN LTDA,46.277.349/0001-76,Válvula solenóide,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,04/06/2018,"R$ 2.168,03","R$ 2.168,03",Ativo,R$,2168.03
Dispensa,JEA INDUSTRIA METALURGICA LTDA,56.636.376/0001-41,Barra roscada A193-B16 2 -8FPP,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",25/01/2018,05/02/2018,"R$ 6.186,41","R$ 0,00",Concluído,R$,6186.41
Dispensa,INDUSTRIAS BRASILEIRAS DE ARTIGOS,61.442.737/0002-30,CONCRETO ASFÁLTICO / REFRAT,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,09/02/2018,"R$ 33.518,03","R$ 3.596,81",Concluído,R$,33518.03
Dispensa,TORRES & TORRES COMERCIO DE PECAS,04.762.526/0001-60,PAPEL SOLÚVEL,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,18/05/2018,"R$ 4.520,02","R$ 4.520,02",Ativo,R$,4520.02
Dispensa,RW COMERCIO E SERVICOS EIRELI - ME,10.620.949/0001-48,Flange bipartido DN 2  2900PSI,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,05/06/2018,"R$ 1.721,24","R$ 1.721,24",Ativo,R$,1721.24
Dispensa,TEADIT INDUSTRIA E COMERCIO LTDA,36.193.928/0001-87,PAPELÃO DE FIBRA,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,16/03/2018,"R$ 14.945,90","R$ 14.945,90",Ativo,R$,14945.90
Dispensa,VEDASERVICE INDUSTRIA E COMERCIO DE,06.140.667/0001-76,PAPELÃO DE GRAFITE,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/03/2018,"R$ 3.128,19","R$ 3.128,19",Ativo,R$,3128.19
Dispensa,DIMENSIONAL EQUIPAMENTOS ELETRICOS,56.545.742/0001-57,MÓDULO ESPECÍFICO PARA CLP,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,31/03/2018,"R$ 13.329,91","R$ 13.329,91",Ativo,R$,13329.91
Dispensa,COMERCIAL VICHIETTI EIRELI - ME,26.292.303/0001-19,Cabo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,04/04/2018,"R$ 1.696,00","R$ 1.696,00",Ativo,R$,1696.00
Dispensa,GALPERTI DO BRASIL COMERCIAL E,12.143.076/0001-55,Anel d/vedação DN 3.250  Anel d/vedação Tam. 67 Anel d/vedaç,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,14/06/2018,"R$ 49.312,93","R$ 49.312,93",Ativo,R$,49312.93
Dispensa,NOVA RENOMA COMÉRCIO E,24.978.188/0001-05,COMPOSTO PARA REPARO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,16/02/2018,"R$ 470,48","R$ 470,48",Ativo,R$,470.48
Dispensa,SSB CONSULTORIA E PROJETOS EM,13.469.495/0001-44,COMPOSTO PARA REPARO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/02/2018,"R$ 2.253,00","R$ 2.253,00",Ativo,R$,2253.00
Dispensa,SANDVIK MATERIALS TECHNOLOGY DO,11.149.881/0002-04,SOBRESSALENTES SANDVIK,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",26/01/2018,30/03/2018,"R$ 46.966,02","R$ 46.966,02",Ativo,R$,46966.02
Dispensa,TRIAGEM REFRIGERACAO LTDA - ME,39.545.553/0001-65,GÁS REFRIGERANTE,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,12/02/2018,"R$ 46.624,47","R$ 0,00",Concluído,R$,46624.47
Dispensa,CURRAL VETERINARIA LTDA,11.936.176/0001-76,Serviços de inspeção sanitária.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",20/01/2018,20/01/2018,"R$ 285,79","R$ 285,79",Concluído,R$,285.79
Dispensa,INDUSTRIA DE ARTEFATOS DE BORRACHA,61.546.479/0001-50,Mangueira Hidraulica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,10/03/2018,"R$ 19.849,64","R$ 0,00",Concluído,R$,19849.64
Dispensa,JERONYMO DIXNEUF PECAS E SERVICOS,08.378.366/0001-00,Serviço de manutenção em um motor MWM 229/4: NT:845092. O me,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,24/02/2018,"R$ 2.345,22","R$ 2.345,22",Concluído,R$,2345.22
Dispensa,BENTLY DO BRASIL LTDA,01.128.902/0002-51,Sobressalente medidor espessura,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",02/02/2018,14/05/2018,"R$ 12.712,86","R$ 12.712,86",Ativo,R$,12712.86
Dispensa,E F MACEDO COMERCIO E SERVICOS,27.292.417/0001-21,Flanelas para limpeza,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 1.000,55","R$ 0,00",Concluído,R$,1000.55
Dispensa,INTER-BRAS EQUIPAMENTOS TECNICOS E,10.750.286/0001-86,Eletrodo específico :p/chave de nível :Fossil :Tp: FOSSIL 93,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/05/2018,"R$ 13.500,00","R$ 13.500,00",Ativo,R$,13500.00
Dispensa,SIVA INDUSTRIA E COMERCIO DE,62.576.749/0001-39,Cabo especial 6x7 AF 1/8  Cabo especial 6x19 Warr AA 3/8,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,06/04/2018,"R$ 16.074,93","R$ 16.074,93",Ativo,R$,16074.93
Dispensa,GIBERTONI CABOS E ELETRICA LTDA,04.230.415/0001-02,Alavanca para disjuntor:Caixa de ligação p/eletrodutos,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,26/03/2018,"R$ 1.672,56","R$ 1.672,56",Ativo,R$,1672.56
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Redução excêntrica para tubo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,12/04/2018,"R$ 549,26","R$ 549,26",Ativo,R$,549.26
Dispensa,G M R EQUIPAMENTOS ELETRICOS LTDA,42.270.058/0001-03,FORNECEDOR -  RQT  TODOS Bloco terminal elétrico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,02/04/2018,"R$ 2.793,67","R$ 2.793,67",Ativo,R$,2793.67
Dispensa,ALFA LAVAL LTDA.,43.474.212/0003-85,Placa inicial:Placa de transição,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",26/01/2018,02/07/2018,"R$ 31.695,21","R$ 31.695,21",Ativo,R$,31695.21
Dispensa,SURCO TECNOLOGIA INDUSTRIAL LTDA,27.825.314/0001-80,Adaptador,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,03/04/2018,"R$ 8.386,45","R$ 8.386,45",Ativo,R$,8386.45
Dispensa,ASTM ACESSORIOS SERVICOS TECNICOS,63.034.847/0001-07,Barra roscada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/04/2018,"R$ 2.494,43","R$ 2.494,43",Ativo,R$,2494.43
Dispensa,METALURGICA GOLDEN ART S LTDA,94.354.271/0001-99,Válvula esfera metálica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,09/04/2018,"R$ 4.890,28","R$ 4.890,28",Ativo,R$,4890.28
Dispensa,C. C. DE SOUZA LOPES COMERCIO DE,10.533.599/0001-82,Luminária LED,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,11/04/2018,"R$ 21.850,03","R$ 21.850,03",Ativo,R$,21850.03
Dispensa,ELE E EU FILTROS E VEDAÇÕES LTDA-ME,20.464.730/0001-50,Parafuso tipo U,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 351,95","R$ 351,95",Ativo,R$,351.95
Dispensa,FUNDACAO DE DESENVOLVIMENTO DA,49.607.336/0001-06,Realização de ensaio de cinzas sulfatadas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,28/02/2018,"R$ 501,59","R$ 0,00",Concluído,R$,501.59
Dispensa,TECFLUX LTDA.,60.933.017/0001-23,Tubo conformável de aço inox,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,10/04/2018,"R$ 82,10","R$ 82,10",Cancelado,R$,82.10
Dispensa,SMITHS BRASIL LTDA,04.480.563/0001-85,Recuperação Selo Mec. OR 2016707792_Selo JCrane C710001 (11.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,20/04/2018,"R$ 108.000,90","R$ 108.000,90",Ativo,R$,108000.90
Dispensa,ASTM ACESSORIOS SERVICOS TECNICOS,63.034.847/0001-07,Barra roscada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,02/04/2018,"R$ 9.274,40","R$ 9.274,40",Ativo,R$,9274.40
Dispensa,ASTM ACESSORIOS SERVICOS TECNICOS,63.034.847/0001-07,Paraf. estojo A320-L7 7/8 -9 x7 1/2  Paraf. estojo A320-L7 7,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,27/03/2018,"R$ 7.204,97","R$ 7.204,97",Ativo,R$,7204.97
Dispensa,SOCIEDADE PAULISTA DE TUBOS,61.371.993/0001-00,Tubo sanfonado passo fechado:Tubo sanfonizado,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,26/03/2018,"R$ 1.846,18","R$ 1.846,18",Ativo,R$,1846.18
Dispensa,T&M ELETROHIDRAULICA LTDA,12.937.692/0001-88,AQUISIÇÃO DE ACUMULADOR ELÉTRICO E BATERIA AUTOMOTIVA PARA E,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,25/02/2018,"R$ 6.049,77","R$ 6.049,77",Ativo,R$,6049.77
Dispensa,DEEP OIL TECNOLOGIA EM EQUIPAMENTOS,15.737.870/0001-15,Disjuntor de proteção DR,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,21/02/2018,"R$ 289,78","R$ 289,78",Ativo,R$,289.78
Dispensa,DARVA OFFSHORE COMERCIO DE MAQUINAS,12.843.366/0001-01,Lubrificador p/ar comprimido,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,06/06/2018,"R$ 600,00","R$ 600,00",Ativo,R$,600.00
Dispensa,RDJ COMERCIO E IMPORTACAO DE,15.294.778/0001-28,Empilhadeira de carga,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,23/03/2018,"R$ 7.916,14","R$ 7.916,14",Ativo,R$,7916.14
Dispensa,DARVA OFFSHORE COMERCIO DE MAQUINAS,12.843.366/0001-01,Anel de vedação,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,17/09/2018,"R$ 500,00","R$ 500,00",Ativo,R$,500.00
Dispensa,LABORBAHIA COMERCIO DE PRODUTOS,03.083.963/0001-94,Acetona (propanona),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,19/03/2018,"R$ 972,23","R$ 972,23",Ativo,R$,972.23
Dispensa,HAENKE TUBOS FLEXIVEIS LTDA.,55.140.099/0001-19,Tubo flexível,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,13/03/2018,"R$ 350,90","R$ 89,78",Concluído,R$,350.90
Dispensa,BIKOS INDUSTRIA E COMERCIO LTDA -,55.933.774/0001-67,AQUISIÇÃO DIVERSAS PEÇAS DE BICOS ASPERSORES. MATERIAIS SETO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,15/02/2018,"R$ 649,34","R$ 0,00",Concluído,R$,649.34
Dispensa,GALPERTI DO BRASIL COMERCIAL E,12.143.076/0001-55,Flange de encaixe de aço,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 1.718,01","R$ -293,32",Concluído,R$,1718.01
Dispensa,MEZZALIRA COMERCIO E IMPORTACAO,07.341.362/0001-95,Fita adesiva:Massa p/aplicação subaquática,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",27/01/2018,29/03/2018,"R$ 665,12","R$ 261,37",Ativo,R$,665.12
Dispensa,CPF COMERCIAL DE PARAFUSOS E,00.872.615/0001-08,Porca sextavada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,22/03/2018,"R$ 1.968,00","R$ 1.968,00",Ativo,R$,1968.00
Dispensa,EDUARDO DE SANTANA PEREIRA - ME,20.307.069/0001-70,Cadeados,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,30/04/2018,"R$ 35.100,00","R$ 35.100,00",Ativo,R$,35100.00
Dispensa,BLINDA-INDUSTRIA E COMERCIO LTDA,00.142.341/0001-00,Lente específica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/03/2018,05/03/2018,"R$ 1.528,48","R$ 1.528,48",Ativo,R$,1528.48
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Bujão para tubo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,30/04/2018,"R$ 2.727,27","R$ 2.727,27",Ativo,R$,2727.27
Dispensa,MM COMERCIO DE PARAFUSOS E,01.353.277/0001-60,Barbante de sisal,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,15/02/2018,"R$ 109,77","R$ 0,00",Concluído,R$,109.77
